source_id,ra,dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
5003185829491237504,14.810562018921376,-34.077249860145706,21.17986,22.451216,20.803057
5003185898211190272,14.79586074758732,-34.07291355350186,21.576963,20.677547,19.184664
5003186104369493248,14.782466554149481,-34.06382458869883,16.98467,17.712355,16.156002
5003185893914471680,14.795652745301743,-34.06892948222543,20.337532,20.301449,20.44711
5003185928274092032,14.81004371796584,-34.070426497817586,19.60359,20.06885,18.946177
5003185859554615552,14.812536089726198,-34.06942945712007,20.127867,20.177689,19.989428
5003185103640364800,14.836235723641035,-34.086341979916874,20.233315,20.50766,19.786047
5003184936138508160,14.86100297689017,-34.086242291638094,21.12361,22.144714,20.0482
5003184966201412352,14.87263680668007,-34.085699617894726,19.131702,19.357353,18.81849
5003185138000105984,14.854626703963355,-34.07952102327425,18.020687,18.07227,17.584414
5003185172359846912,14.85592834899495,-34.07347505557969,19.536142,19.855207,19.074406
5003185172359847808,14.854161176012864,-34.071574851128275,20.316635,20.486244,19.952948
5003185966930540288,14.833760436915844,-34.0610580054112,14.149307,14.696739,13.457064
5003185176656558208,14.864469941295633,-34.06741431174269,12.928927,13.378045,12.324494
5003185245376479488,14.85822142902202,-34.06092421886974,21.594515,20.193779,18.312767
5003176895958632448,14.546796580985239,-34.028302321836044,21.160807,21.891996,20.253332
5003176891663657088,14.551142008599447,-34.031845655283014,20.13844,21.246973,18.903282
5003176930318370176,14.556584613364143,-34.02598749254815,21.026423,21.487171,19.91942
5003176994742875008,14.554117141603916,-34.016832478404254,19.363947,20.751795,18.193392
5003164629531224320,14.607774940095402,-34.07827134386596,19.875982,20.235498,19.460312
5003188372111979392,14.603625168026795,-34.05668830163662,21.182732,22.046383,20.525799
5003188372111036416,14.596888888791668,-34.048517705880336,20.239069,20.19842,20.076712
5003188165952676864,14.653006851145287,-34.061260130335256,20.491991,20.860983,19.815748
5003188234671670528,14.640575360329246,-34.0538376778012,18.833693,19.095356,18.438112
5003188161657838080,14.655739091449975,-34.05621308295537,18.335663,19.688868,17.18541
5003188234672281472,14.645582005472756,-34.04933430772313,20.915045,21.440836,19.717041
5003188196017577856,14.665568157348016,-34.04586438075815,19.968088,20.086094,19.875443
5003176930319313280,14.566271434038768,-34.025072291477244,16.68341,17.155758,16.025637
5003200191860613760,14.57772774758635,-34.01643349595867,19.236612,19.994528,18.357573
5003200157502087808,14.603998536290158,-34.02520717164801,21.708502,20.458101,19.030424
5003200260581697920,14.61388400355783,-34.021847807866415,16.85989,17.691944,15.9804735
5003200260580926848,14.60614272773687,-34.016043514727166,21.205784,21.136408,20.763317
5003200260580091264,14.610131327374935,-34.01571258267135,19.747631,19.896269,19.383726
5003188440831699968,14.631573873459802,-34.039632500505206,16.167995,16.658949,15.516255
5003188436535747200,14.637029370997773,-34.03841058743817,19.544874,20.059149,18.974228
5003188406470357760,14.619989579426463,-34.03464741330232,18.989298,19.466715,18.360073
5003188264737055616,14.65205478786153,-34.03669633960445,19.428402,19.599403,19.083548
5003188646990130432,14.661728838816982,-34.02962373355875,19.178957,20.001312,18.32681
5003188505255226624,14.624194735575589,-34.02361313142001,19.614334,20.929087,18.481596
5003188509551175936,14.623969636728946,-34.01652535431822,17.729527,18.053095,17.277393
5003188543910914560,14.631501134235467,-34.02308202323901,17.922277,19.14629,16.838804
5003188853148941184,14.662269142577422,-34.018749159053996,20.004625,21.53232,18.606695
5003188853147569792,14.661877666547326,-34.01286046576307,21.594934,20.598534,19.31152
5003177750657284736,14.5419451099884,-34.006769232600675,17.98679,19.22423,16.899492
5003201291372190336,14.527747534018319,-33.984888282278476,20.264996,20.66462,19.785284
5003177819376765824,14.525011329957389,-33.98281741203378,21.595152,20.298527,18.843706
5003201222653397504,14.545199222527847,-33.992945551134355,21.650356,20.609343,19.435446
5003201257012604288,14.553837309795354,-33.98498494783063,19.999863,20.275513,19.690722
5003178094254675200,14.49923519610888,-33.9687915054749,20.266445,21.226473,19.077671
5003201566251721216,14.507803991684227,-33.95714689615415,15.531889,16.259418,14.706199
5003201497532244736,14.522770950260762,-33.96419330116153,15.050482,15.594076,14.3561945
5003201325732962944,14.55026242913858,-33.96419915749794,21.118464,20.929562,20.426302
5003201566251721344,14.520560161241331,-33.95805579320477,20.06544,20.731497,19.191202
5003201703689735552,14.53355140885247,-33.945049239756166,20.43083,20.797123,19.92194
5003201527596244352,14.544812438034903,-33.957854600985364,19.48485,20.924177,18.341595
5003201634969611520,14.550790922470771,-33.95163717797263,19.766489,20.103224,19.29396
5003201630675462016,14.546853652396926,-33.94766160767312,18.504498,19.685795,17.432674
5003201669329349376,14.552670767220201,-33.94193010767588,19.253227,19.710337,18.689505
5003201669329349632,14.555607447868796,-33.94438663980852,18.713997,19.195213,18.058437
5003200432378883584,14.57543445763669,-33.99748072228881,20.249876,20.649189,19.685253
5003200329301265024,14.596740345005516,-34.00718283139846,20.642893,20.923487,20.087154
5003200329300192640,14.610037266120058,-34.00442192158129,20.791468,20.99405,20.106165
5003200501099456384,14.571902391829852,-33.991464844432386,21.130436,21.651325,19.960262
5003200569817733888,14.597274088305177,-33.98462717394359,19.527582,19.9909,18.967197
5003200569817734144,14.608673685126067,-33.98130742888976,19.112047,19.581505,18.49995
5003200290645489536,14.620028064380053,-34.003820898730474,20.761467,20.752432,20.166292
5003200294940333696,14.62489507577641,-33.99944403696056,20.51882,21.291258,19.454628
5003188921868035968,14.6361023881198,-34.0019544586471,19.437904,20.335117,18.594929
5003200672898557568,14.631893268473805,-33.989605738845164,15.556157,15.91115,15.03492
5003188956226168320,14.655566987509028,-33.995661761061804,18.16723,18.42834,17.765467
5003200775976164480,14.633060853170479,-33.972152685333924,19.63042,19.77131,19.270159
5003200707257424512,14.641042597008717,-33.97802069273646,21.059599,20.949598,20.109314
5003200810336521600,14.664851600322423,-33.97020103387161,21.228863,20.78861,20.06363
5003201360092349440,14.563395949291712,-33.97589625221341,21.213837,21.099815,20.30487
5003200638537207296,14.583614110132661,-33.968645342600986,18.65696,19.284191,17.891277
5003201394453084928,14.583320138799445,-33.96433575009836,20.48808,21.232859,19.31696
5003201394451446912,14.580275556411483,-33.956319137574624,20.2129,20.324495,20.054232
5003201016495939712,14.59555345420796,-33.95508435109904,16.440971,16.76459,15.963387
5003201463171427456,14.566679969744122,-33.941236529005714,20.363695,20.7207,19.686378
5003201772408569088,14.59771628637619,-33.94969129446787,19.275177,19.788017,18.69788
5003201050854063488,14.604960160023127,-33.95003236887048,20.178616,20.880957,19.312277
5003200879056987392,14.650641502476002,-33.95928722994556,19.844921,20.759624,18.778227
5003200879056000000,14.654420194443347,-33.9592261484114,20.785704,20.863588,20.045954
5003201085215416832,14.634446174496818,-33.94210183560873,16.72832,17.036589,16.23593
5003201080919688960,14.63525783556768,-33.94047587847737,20.152447,20.982685,18.663528
5003201085213805696,14.637786528716182,-33.941551115461785,10.960752,11.343487,10.408031
5003187375678816256,14.685665190762837,-34.067692999105034,21.038906,21.111311,20.323465
5003187375678814592,14.692670519732188,-34.06820556628383,20.831718,21.050425,19.573727
5003187547477504896,14.703287600619184,-34.07060795399775,21.005995,21.32697,20.540314
5003187787996672512,14.709366102619414,-34.056341514799264,14.967895,15.621662,14.192599
5003188196017576320,14.670460666451131,-34.05590628785983,17.358416,18.772118,16.19656
5003187444399288320,14.679761041736004,-34.05131696586178,17.785664,18.324226,17.090994
5003187891074884480,14.723684629340049,-34.03618606864399,20.984085,21.52744,20.118578
5003187719275596416,14.735557450772198,-34.03798990280326,20.111403,20.329369,19.923525
5003187714981053440,14.743169307458293,-34.03132777686246,20.226694,21.214449,19.02557
5003187719275598848,14.74944850318779,-34.03843128246235,19.614462,19.941664,19.151777
5003189128026469248,14.765293410034552,-34.04058643072255,11.453286,11.810833,10.927352
5003188642694178176,14.668691507966356,-34.03410470001174,21.054352,21.27692,20.284409
5003187959793764224,14.709088747113746,-34.02694026273426,20.31892,21.242048,19.196291
5003188715708725504,14.700761300518051,-34.02147211655335,21.079584,21.235697,19.630634
5003188711413657728,14.701834545189605,-34.018631819465625,20.212313,20.483892,19.654116
5003187955499413120,14.706115374663858,-34.021292110215335,18.827505,20.751595,17.534428
5003187959795363584,14.714771435941001,-34.0210660873125,17.189375,17.773798,16.4679
5003188715708004352,14.694091738056628,-34.01196126489715,19.57068,19.982748,19.00345
5003188750069345408,14.71143079502224,-34.00370130237856,17.095284,17.465292,16.554424
5003189226809541888,14.764423604786067,-34.01398381205453,19.939995,20.182522,19.506676
5003187994154785280,14.72314792740558,-34.009457727470675,21.323576,21.409376,20.849834
5003189402904374912,14.74034941693653,-34.00928290277366,16.467243,16.768984,15.99942
5003189471622664448,14.73724568919931,-34.00632396973891,20.455263,20.460644,20.37952
5003189471623851392,14.73880455330557,-34.00420486951051,12.709947,13.04581,12.216881
5003189437264113536,14.761188578619391,-34.00654108947029,18.511549,20.178019,17.295675
5003185928274098176,14.810468108040167,-34.05367906737304,19.159494,20.240164,18.141764
5003189158090253440,14.780059004865443,-34.032807079571455,20.86822,20.979208,20.319967
5003186306231333760,14.792725412210979,-34.023699174122505,19.286007,20.51751,18.227726
5003186271871488640,14.820393135667773,-34.03037712538862,18.16393,18.62653,17.553331
5003186271871489920,14.817625460326143,-34.02668362589378,20.385984,20.723454,19.880718
5003186379246495872,14.853762178759009,-34.034721594884665,21.020786,21.235376,19.915047
5003186271871490816,14.82833604726986,-34.0244886812316,19.671247,20.12909,19.069378
5003186482325322624,14.857632759097006,-34.01912341263545,20.444088,21.201939,19.440596
5003186482326669696,14.858164170385347,-34.017454288684974,17.40211,18.805647,16.243038
5003189265465421952,14.783510177668344,-34.01912585285141,17.526241,18.900372,16.335814
5003189265465422080,14.784371999190247,-34.01915372525234,17.533571,18.805717,16.394285
5003189299824265728,14.795919296491324,-34.01199929175473,21.240274,20.928812,20.105745
5003186344887660928,14.808216324648418,-34.01074265842106,17.258497,17.858694,16.5073
5003186722843992832,14.818681323010077,-34.006932429530195,21.086267,20.60245,20.405264
5003186722843759872,14.821707611283632,-34.0030471613868,21.147821,21.239677,20.89583
5003189334183299200,14.77499949874756,-34.00363353297162,20.059185,20.534895,19.485228
5003189677781175552,14.811676044002274,-33.99630886492504,20.578684,20.882505,20.083178
5003189712141122048,14.821419742041519,-33.98746180230571,20.918423,20.96157,20.404634
5003189707845433856,14.82082856578061,-33.98562880435151,20.368887,21.120085,19.40603
5003186649828617216,14.840312773791402,-34.01516115184706,20.639503,20.654724,20.344822
5003186684188356736,14.844594293788294,-34.01158717144589,19.91369,19.889486,20.041166
5003186787267575808,14.855764405821235,-34.000865265022505,19.98942,20.28019,19.594748
5003186581109144832,14.874992736664069,-34.00305446325404,18.7139,19.218992,18.074566
5003186615468884992,14.8718252036387,-33.99925150684857,20.787766,20.86896,20.186525
5003186752907840128,14.827524084127342,-33.994823739095104,18.455238,18.979826,17.782333
5003186855987149184,14.840625112261414,-33.988409695086254,21.788208,21.52318,19.632294
5003186619764794112,14.874864387095803,-33.99059134178951,21.170507,21.732761,20.510101
5003186825923094400,14.860321024732777,-33.97809751619916,21.19357,21.188782,20.746363
5003186825923491328,14.866482614543449,-33.984929488925914,21.175364,21.490868,20.060946
5003186825922962432,14.866170033459332,-33.98042696659207,20.727741,20.676275,20.671026
5003188990586635776,14.678558561487847,-33.98526770895027,20.829683,20.96346,20.247593
5003188818787826176,14.696040520995838,-33.99446352463656,20.549849,20.836048,20.015366
5003189024946480640,14.693394340856553,-33.98104207905229,20.974499,21.09577,20.3886
5003189089370784000,14.673262703411522,-33.97572789086918,20.374643,20.495514,20.275873
5003190571133869952,14.685887328730363,-33.96290863353737,19.946407,20.150864,19.62181
5003190330617752704,14.712313376798713,-33.969910623402534,21.775265,20.002987,18.32356
5003190330617309312,14.718642334937385,-33.96912648955144,17.957418,18.51626,17.252272
5003190502414394240,14.701956252781264,-33.96544208335875,20.16628,20.322544,19.906712
5003190532479796480,14.718328402909702,-33.95941628487944,18.02418,19.323328,16.87312
5003189505983589248,14.740983155806653,-33.98598420880989,17.246069,17.61245,16.713871
5003189505982084736,14.743945972925166,-33.98510326220351,20.153646,20.237234,20.045277
5003190227538094848,14.722327856576017,-33.985080407311095,17.153685,17.550966,16.610418
5003189604766665216,14.754476439741811,-33.983068301956436,20.472097,20.860826,19.98747
5003190360680909440,14.738044181270547,-33.97254862571361,20.86821,21.030643,20.383627
5003190364977048192,14.7456406818001,-33.97266380457086,15.803624,16.115917,15.320083
5003190017083720832,14.769454691958531,-33.95993533452909,20.229284,20.321157,20.114063
5003190017083526016,14.770508845107413,-33.957206014634934,18.755537,20.405983,17.54125
5003190399335778688,14.759238961433221,-33.9570239432099,20.631649,20.89318,19.966986
5003200844697249152,14.666799384550094,-33.95433143095358,17.771887,18.481285,16.978317
5003202322164884352,14.673865762322764,-33.94724543293992,21.722504,20.259443,18.903446
5003190605494220416,14.703699845415288,-33.94401799673908,21.05676,21.317461,20.681786
5003202356524128640,14.684301937352933,-33.94251316106376,19.938093,20.325163,19.378893
5003202352229797504,14.689982499537082,-33.926822206142425,19.713976,21.21138,18.438416
5003202356524744064,14.694246575035068,-33.93713005395145,21.605831,20.92408,18.911833
5003202459603343104,14.700492617971937,-33.93019947859716,20.127365,20.234564,19.88101
5003202459603549056,14.70244873125423,-33.92579342501761,20.76622,21.303873,19.586212
5003190635559012224,14.718776821663054,-33.95368109073786,20.41356,21.35648,19.223894
5003190433694917632,14.729135431942185,-33.95357786485238,18.816414,19.321053,18.18977
5003190639854953984,14.723391782724438,-33.94406811240745,17.409502,17.783638,16.850266
5003190777292901632,14.756216909319187,-33.94709653570442,20.400002,20.359293,20.313581
5003190777292302976,14.76544283437396,-33.951764860821264,19.866306,20.271894,19.42042
5003190463760125056,14.745186485784327,-33.94075478082041,19.458683,19.824133,18.99772
5003190846012377600,14.758925228951895,-33.9407059588096,21.04699,21.364094,19.796333
5003190846012377344,14.760212462594119,-33.94030663292861,21.140789,21.219488,20.52487
5003190846013384448,14.762201860064389,-33.93447956241603,18.932886,19.153011,18.610506
5003191082235416064,14.749345903895094,-33.91934409898208,20.700935,20.827345,20.204983
5003190876076985728,14.759415581050305,-33.92484144846132,20.369537,20.499529,20.245724
5003190880373504512,14.765259803016347,-33.92404155280613,20.03758,20.125162,19.662447
5003189570406926720,14.772489440227453,-33.98449857209977,20.073267,20.218143,19.76332
5003189368544759040,14.784105759489488,-33.98572526514158,20.727528,20.942842,20.139122
5003189952659174144,14.786318414155303,-33.970390894595965,20.555962,20.609873,20.589966
5003189746500742144,14.801451991411207,-33.97988494765838,20.885948,21.159246,20.274782
5003189780860600448,14.81067972706774,-33.96703441190518,21.203184,22.121681,20.82409
5003189948363602944,14.792960339548127,-33.965693292885156,19.870552,20.286581,19.373938
5003190017083080064,14.78204456788397,-33.95557570806261,20.22437,20.420683,20.0501
5003190090099195008,14.803021126524296,-33.949563571064864,17.454912,18.562435,16.418016
5003190090098354304,14.808902533951517,-33.95088023982704,20.833044,20.798792,20.370298
5003189810924563200,14.83202122904072,-33.97304621790256,20.11329,20.269655,19.772173
5003186821627323904,14.859747349791334,-33.975816852502845,20.338072,20.91383,19.62478
5003186890346802432,14.85683474719593,-33.97264042053401,17.451258,18.044113,16.717278
5003192770158789248,14.856340437107566,-33.960347485422794,18.980186,19.929098,18.041618
5003195725095333632,14.848998758921816,-33.95320905023743,21.078527,21.342583,20.34024
5003189914003787008,14.833774822753941,-33.95073760838607,20.321682,20.435238,20.275557
5003189918300503424,14.833647199034797,-33.9456224803124,20.032759,20.37515,19.315113
5003189918299061760,14.833810750759868,-33.945051233782685,20.210516,20.812578,19.588694
5003189845284310400,14.84305124425756,-33.95140940284094,18.847555,19.318026,18.251068
5003195725095207808,14.843343565621256,-33.9470055997075,20.897125,21.560516,19.72625
5003192765862070912,14.86488287306474,-33.951362378244255,19.262882,19.753006,18.630703
5003190811652635904,14.776326369991436,-33.93785879418663,20.968697,21.355219,20.394358
5003190085802557568,14.808149560933762,-33.94137072820148,20.168968,20.204912,19.982067
5003190154522035072,14.799052299541774,-33.9349795079775,19.048008,19.558489,18.44378
5003190158818044416,14.799065935463977,-33.93196251102201,21.284836,21.54242,20.422361
5003190914732915072,14.784938416452272,-33.92456062804632,13.441931,13.736948,12.979073
5003190979155756544,14.774492979664869,-33.92220273923101,14.199089,15.0828495,13.234007
5003190983452359680,14.774641529173822,-33.921836831244136,17.805094,,
5003190979155756800,14.785009010961527,-33.91461204600673,19.841524,20.00676,19.42269
5003196064396739328,14.822555113798506,-33.919176848992755,12.25502,13.039164,11.389285
5003190944796018304,14.80523390735273,-33.9163435561268,19.470888,19.54328,19.429567
5003195789519052288,14.840479227527357,-33.94011320217695,19.432596,19.912735,18.849506
5003195828174420608,14.85273230782195,-33.93287612673036,20.659521,21.266712,19.831917
5003195759456026240,14.861856016613899,-33.935644817829555,14.549677,14.878931,14.056205
5003195759454584448,14.859918178210021,-33.93469988554412,20.156792,20.16285,19.977564
5003195862534151936,14.873478951550132,-33.93373559702759,20.654823,20.898771,20.018797
5003195759454583936,14.865694910962112,-33.930082830229736,19.644232,20.06381,19.133469
5003195995677490304,14.83062884369219,-33.92082887942068,20.478453,20.845106,19.874443
5003195995677490944,14.832677445685794,-33.92026483694913,19.996313,20.155231,19.69154
5003196030037236096,14.848775261999682,-33.909110690611506,20.034788,20.480927,19.507973
5003195828174421376,14.849604234718232,-33.920976380491446,20.988995,23.454773,19.847336
5003195931253631744,14.86200303143396,-33.91977489593324,20.743374,21.001305,20.2073
5003205689419393536,14.452222795247502,-33.887701426930384,20.664616,21.410791,19.491302
5003205723778463232,14.454262748675522,-33.88335280656137,20.731737,21.103374,19.517794
5003205994362254336,14.432692589875915,-33.863922008372256,20.379683,20.379862,20.142324
5003205925642777216,14.443290013765226,-33.864896789851024,19.816566,20.245068,19.261349
5003206101735409664,14.452642149970897,-33.84830483829027,19.564285,20.416206,18.704168
5003206101735409536,14.453100799004089,-33.84358081929606,19.160349,19.48725,18.614206
5003393671547278080,14.42326567687741,-33.83851123303745,20.152412,20.665834,19.430798
5003393774627370112,14.428986151916593,-33.83788952866483,16.896345,17.930513,15.889379
5003206131801213696,14.454938693944477,-33.83398772148722,19.447136,20.241982,18.557873
5003393843345965568,14.421792005008596,-33.81736672018554,20.00358,20.408686,19.446428
5003394182648196480,14.453081267982942,-33.808050971774215,19.419943,21.07975,18.180683
5003394083864338176,14.417278085688372,-33.79973969686054,20.446268,20.426785,20.254578
5003394530541618432,14.416589107994152,-33.778126967896696,15.20504,15.531204,14.707546
5003394564901374464,14.434874689396343,-33.77140756088389,16.519484,17.132965,15.777697
5003394599260412288,14.456021951347548,-33.774075198613644,20.965405,20.965866,20.499857
5003395320814801152,14.429984114931726,-33.761942858358296,18.11129,18.260761,17.570587
5003395320814800384,14.430079468917501,-33.753391810461885,19.633778,20.19785,19.0213
5003394564901374208,14.430986249429917,-33.762341749372986,15.085106,15.581378,14.433244
5003395423894015360,14.435748055059774,-33.75055660503762,19.917416,20.244026,19.586227
5003394667980589056,14.442633959677464,-33.75021324937389,18.023994,18.436495,17.44884
5003395419598806016,14.43823060548166,-33.74623607998855,18.247568,19.715437,17.066479
5003394702339510144,14.456702164663973,-33.74660861758017,18.427782,18.992348,17.760263
5003395458253771392,14.448998072895549,-33.74113315334284,20.155197,20.460587,19.848972
5003395492613490688,14.430685253556703,-33.732671750590434,18.7321,19.128754,18.161549
5003395767491519744,14.402419885599029,-33.709235284089516,20.959284,21.094257,19.695498
5003395526974293120,14.426502703620622,-33.72330730137011,19.670128,20.68414,18.545986
5003395698772041728,14.416015135283395,-33.719769528063466,21.020792,21.425789,19.775158
5003395526973228160,14.435204971900667,-33.72852750041794,20.278442,20.335373,20.289417
5003395458254180480,14.442502511965477,-33.72869335066515,21.14485,20.630548,20.354536
5003395526973348864,14.437850257011377,-33.71875624160092,20.586359,21.165182,19.973124
5003396931427310848,14.455913460462869,-33.71783181655535,20.147123,20.792406,19.09181
5003395728836472320,14.41912336127073,-33.70870113729572,18.112156,19.442846,16.978271
5003395801851953664,14.412824992034704,-33.70298872584137,14.2182255,14.582138,13.687907
5003398752493462144,14.407004237361331,-33.683739822142236,19.938568,20.9876,18.594263
5003400234257374848,14.418762700464825,-33.67884075778127,19.634642,20.199778,18.796217
5003397343744192512,14.452702291275198,-33.677670036509824,20.463789,20.518375,20.330734
5003397348039553280,14.451079216955822,-33.675770449364514,20.688953,21.108105,19.884222
5003397416759656320,14.454822104882666,-33.664100102026666,17.30791,18.74932,16.071754
5003400367401184512,14.431275469915146,-33.65733634656628,20.410416,20.59084,19.80889
5003204624266811136,14.499173969209462,-33.932860063576946,20.17809,20.373743,19.746372
5003181397083530624,14.46419316026938,-33.92191536268443,18.67155,19.184515,18.046972
5003204624267615488,14.499976660522554,-33.92356932768356,20.901659,21.725447,19.762949
5003204624268459776,14.505300300694145,-33.918797389262,19.103598,19.767797,18.325409
5003204826131138944,14.496844380900878,-33.912929305066676,20.246012,20.492142,20.065063
5003204555547193216,14.512973737586927,-33.93514363929454,19.405514,20.074867,18.62455
5003204555547368192,14.517161936316054,-33.93012592252771,20.630287,20.961132,19.996853
5003204658628341120,14.519677459822685,-33.92981542809781,20.933292,20.961931,20.875381
5003201669330967296,14.55150590812151,-33.935303852625346,17.468334,18.022797,16.784199
5003201669330967424,14.552602923931342,-33.936066383425825,16.841326,17.28908,16.241032
5003201669329996032,14.550135701079911,-33.9339823176862,20.46903,20.614887,20.406187
5003201703691089792,14.537641005243808,-33.93309943675093,20.76302,18.469906,16.966028
5003202047288089088,14.558986956902453,-33.92482769080737,18.096043,18.632322,17.407942
